stud_no,firstname,lastname,gender,avg_grade,IQ,birthdate,hometown
3115,Callie,Carson,Female,1.473913,100,4/5/1985 0:00,PROSPERIDAD
3116,Jared,Wilkerson,Female,1.2,128,8/7/1985 0:00,ISABEL
3117,Harry,Bowers,Female,2.048,103,3/13/1985 0:00,MANDAUE CITY
3118,Brandon,Greene,Female,1.726086,101,7/13/1985 0:00,MEDELLIN
3119,Jane,Love,Female,2.143478,108,12/28/1984 0:00,MINGLANILLA
3120,Troy,Moore,Male,1.455,125,6/22/1985 0:00,BAYBAY
3121,Derek,Griffith,Female,1.742307,93,1/20/1985 0:00,LAPU-LAPU CITY
3122,Louis,Norris,Male,1.91923,66,10/18/1984 0:00,LAPU-LAPU CITY
3123,Phillip,White,Female,1.665384,94,6/10/1985 0:00,CEBU CITY
3124,Ellen,Hopkins,Female,2,92,2/10/1985 0:00,MANDAUE CITY
3125,Hulda,Ramirez,Male,2.116666,93,1/13/1986 0:00,LAPU-LAPU CITY
3126,Inez,Alvarado,Male,1.989655,101,2/6/1986 0:00,NASIPIT
3127,Ora,Joseph,Female,1.646153,97,10/16/1985 0:00,LAPU-LAPU CITY
3128,Lawrence,Luna,Male,1.684615,102,4/7/1985 0:00,LAPU-LAPU CITY
3129,Marion,Myers,Female,1.81,104,5/22/1985 0:00,LAPU-LAPU CITY
3130,Luis,Miller,Female,1.713043,98,8/8/1985 0:00,TALISAY CITY
3131,Lydia,Schneider,Male,1.480769,123,7/11/1985 0:00,Lapu-Lapu City
3132,Rhoda,Stokes,Male,1.584615,120,5/29/1985 0:00,LAPU-LAPU CITY
3133,Cynthia,Rodriquez,Male,1.796296,83,8/6/1985 0:00,CEBU CITY
3134,Rachel,Barton,Female,2.260869,109,1/14/1985 0:00,MASBATE CITY
3135,Marie,Sullivan,Male,1.753846,95,7/10/1985 0:00,LOON
3136,Chad,Ball,Male,1.623076,91,1/14/1985 0:00,NAGA
3137,Genevieve,Freeman,Female,2.042307,99,5/20/1985 0:00,TRINIDAD
3138,Richard,Cox,Female,1.946153,97,1/17/1986 0:00,MANDAUE CITY
3139,Eugene,Bridges,Male,1.711538,108,9/26/1985 0:00,BUTUAN CITY
3140,Alejandro,Ryan,Female,1.93913,101,2/19/1985 0:00,CARCAR
3141,Derrick,Chambers,Female,2.118518,82,12/15/1985 0:00,ARGAO
3142,Wesley,Romero,Male,1.823076,103,4/13/1985 0:00,"CONSOLACION,"
3143,Lucinda,Maxwell,Male,2.360869,97,6/24/1985 0:00,CORDOVA
3144,Juan,Saunders,Male,2.330434,81,1/12/1985 0:00,LALA
3145,Olive,Little,Male,1.234615,108,6/9/1985 0:00,TALISAY
3146,Bertie,Simpson,Male,2.2,85,9/20/1985 0:00,Cebu City
3147,Cameron,Terry,Female,1.353846,96,5/11/1985 0:00,CEBU CITY
3148,Leroy,Zimmerman,Male,1.742307,96,11/10/1985 0:00,CEBU CITY
3149,Leah,Fitzgerald,Female,1.657692,103,1/11/1985 0:00,CEBU CITY
3150,Jon,Ballard,Male,1.786956,101,10/7/1984 0:00,MINGLANILLA
3151,Henrietta,Luna,Male,1.457692,108,1/27/1985 0:00,MAHINOG
3152,Janie,Edwards,Female,1.679166,99,2/7/1985 0:00,TALISAY CITY
3153,Lewis,Hale,Male,2.026923,112,7/27/1985 0:00,TALISAY CITY
3154,Frank,Day,Female,1.507692,104,6/7/1985 0:00,CEBU CITY
3155,Rachel,Burgess,Male,1.653846,112,1/5/1985 0:00,"CEBU CITY,"
3156,Jared,Henderson,Female,1.31923,98,1/30/1984 0:00,TALISAY CITY
3157,Rachel,McDaniel,Male,1.727586,96,12/19/1984 0:00,CEBU CITY
3158,Carrie,Hodges,Female,1.66923,93,5/24/1985 0:00,CEBU CITY
3159,Walter,Jordan,Male,1.846153,105,7/17/1985 0:00,CEBU CITY
3160,Abbie,Day,Male,2.046153,85,11/17/1985 0:00,CEBU CITY
3161,Iva,Torres,Male,1.907692,99,12/14/1985 0:00,MINGLANILLA
3162,Lou,Wells,Female,2.242307,86,10/5/1985 0:00,BUENAVISTA
3163,Max,Collins,Female,1.55,107,7/9/1985 0:00,TALISAY CITY
3164,Amanda,Shaw,Male,2.152173,107,4/29/1985 0:00,CARIGARA
3165,Stephen,Vega,Female,2.415384,88,9/3/1985 0:00,CEBU CITY
3166,Bernice,Campbell,Female,1.4,104,8/30/1985 0:00,MACROHON
3167,Amy,Jordan,Male,1.930434,101,11/23/1984 0:00,TALISAY CITY
3168,Mabel,Rice,Female,1.838461,95,4/17/1985 0:00,CEBU CITY
3169,Clifford,Matthews,Male,1.811538,94,3/17/1985 0:00,NAGA
3170,Matilda,Knight,Female,2.238461,100,12/8/1984 0:00,MANDAUE CITY
3171,Julian,Dennis,Male,1.85,103,3/8/1985 0:00,LAPU-LAPU CITY
3172,Jonathan,Brock,Male,1.784615,102,1/25/1985 0:00,BAYBAY
3173,Cameron,Gregory,Female,2.623076,84,1/9/1985 0:00,ISABEL
3174,Douglas,Johnson,Female,2.030434,93,11/14/1985 0:00,MEDELLIN
3175,Micheal,Moran,Female,2.234782,95,3/16/1985 0:00,CEBU CITY
3176,Joshua,Santos,Female,1.813043,98,4/24/1985 0:00,MANDAUE CITY
3177,Flora,Miles,Female,2.013793,88,4/29/1985 0:00,"JAGNA,"
3178,Fanny,Spencer,Male,1.973076,79,2/24/1985 0:00,SURIGAO CITY
3179,Olivia,Holloway,Male,2.048275,83,1/4/1985 0:00,MANDAUE CITY
3180,Luis,Briggs,Male,2.437037,87,8/12/1985 0:00,SUBANGDAKU WIRELESS
3181,Curtis,Allen,Male,2.047826,98,5/18/1985 0:00,CEBU CITY
3182,Eric,Fuller,Male,1.911111,88,2/26/1985 0:00,MABINI
3183,Scott,Curtis,Female,1.843478,103,11/19/1985 0:00,MANDAUE CITY
3184,Stephen,Paul,Male,1.933333,103,5/8/1985 0:00,KANANGA
3185,Leo,Aguilar,Male,2.165384,79,10/16/1985 0:00,"CONSOLACION,"
3186,Kathryn,Farmer,Female,1.992307,89,4/26/1985 0:00,NASIPIT
3187,Dollie,Jefferson,Female,2.153846,90,9/7/1985 0:00,San Francisco
3188,Viola,Romero,Male,2.113043,86,5/29/1985 0:00,MANDAUE CITY
3189,Jennie,Higgins,Female,1.63913,85,1/6/1985 0:00,CEBU CITY
3190,Austin,Dunn,Male,1.773076,88,11/23/1985 0:00,TALISAY CITY
3191,Virgie,Montgomery,Female,1.703846,92,1/27/1985 0:00,MANDAUE CITY
3192,Jeff,Wilkins,Female,1.637931,102,8/27/1985 0:00,MERIDA
3193,Vera,Lloyd,Male,1.661538,91,2/3/1986 0:00,TUBURAN
3194,Ronald,Kelley,Female,1.882758,89,7/17/1985 0:00,CONSOLACION
3195,Ann,Alvarado,Female,1.530769,102,11/25/1984 0:00,TOLEDO CITY
3196,Lora,Stevenson,Female,1.465384,97,10/7/1985 0:00,DIPOLOG CITY
3197,Luis,Hicks,Female,1.742307,103,4/29/1985 0:00,MATAG-OB
3198,Lydia,Simon,Female,1.730769,91,9/9/1984 0:00,LAPU-LAPU CITY
3199,Christine,Massey,Male,1.81923,97,3/3/1985 0:00,CEBU CITY
3200,Alexander,Fox,Male,1.846153,85,8/25/1985 0:00,MANDAUE CITY
3201,Logan,Simpson,Male,1.830434,96,4/12/1985 0:00,CATMON
3202,Pearl,Rogers,Male,2.238461,96,8/2/1985 0:00,SOGOD
3203,Justin,Bishop,Male,1.603846,95,3/17/1985 0:00,LAPU-LAPU CITY
3204,Claudia,May,Male,2.3,83,12/10/1984 0:00,CATMON
3205,Irene,Nelson,Male,1.426923,93,7/27/1985 0:00,"CEBU CITY,"
3206,Bess,Fisher,Male,1.672413,101,4/29/1984 0:00,MINGLANILLA
3207,Lilly,Spencer,Female,1.655,95,10/14/1985 0:00,CEBU CITY
3208,Verna,Cain,Female,2.042307,104,5/6/1985 0:00,LAPU-LAPU CITY
3209,Abbie,Sullivan,Female,2.566666,105,5/12/1980 0:00,DUMINGAG
3210,Luke,Shaw,Female,2,92,9/27/1985 0:00,LAPU-LAPU CITY
3211,Della,Carlson,Female,2.67826,91,10/9/1985 0:00,CEBU CITY
3212,Etta,Hodges,Male,1.793103,101,9/24/1985 0:00, MANDAUE  CITY
3213,Mable,Rhodes,Male,1.565384,107,11/30/1985 0:00,SAN JUAN
3214,Helena,Richards,Female,1.893103,89,10/2/1985 0:00,NAGA
3215,Gerald,Adkins,Female,1.457692,96,7/2/1985 0:00,MINGLANILLA
3216,Hunter,Hudson,Female,1.553846,106,10/31/1985 0:00,CEBU CITY
3217,Fannie,Fletcher,Female,1.46923,103,3/14/1984 0:00,SIBONGA
3218,Alejandro,Bowman,Female,1.6,95,8/16/1985 0:00,TANDAG
3219,Chase,Butler,Female,2.365517,76,3/19/1985 0:00,LAPU-LAPU CITY
3220,Jacob,Frazier,Female,2.091304,97,11/13/1984 0:00,MANDAUE CITY
3221,Roger,Rodriquez,Male,2.082608,93,2/7/1985 0:00,CANTILAN
3222,Craig,Patterson,Female,2.061538,104,7/17/1985 0:00,MINGLANILLA
3223,Mathilda,Barnett,Male,2.041379,95,8/24/1979 0:00,DAVIS
3224,Francis,Morris,Male,1.808695,102,6/26/1985 0:00,CEBU CITY
3225,Milton,Reese,Male,1.592307,105,9/23/1985 0:00,"MANDAUE CITY,"
3226,Roxie,Chavez,Male,1.503846,98,5/16/1985 0:00,LILOAN
3227,Katharine,Carroll,Male,2.342307,91,5/31/1985 0:00,MEDELLIN
3228,Nicholas,Porter,Female,2.5125,92,4/14/1985 0:00,CEBU CITY
3229,Clara,Carter,Male,1.946153,93,9/9/1985 0:00,CORDOVA
3230,Estelle,Hall,Female,2.138461,78,5/13/1985 0:00,TABOGON
3231,Manuel,Holland,Female,2.411538,79,2/1/1985 0:00,MANDAUE CITY
3232,Danny,Ortega,Male,1.738461,93,2/14/1986 0:00,HILONGOS
3233,Lucas,Pittman,Female,1.688461,99,12/21/1985 0:00,COTABATO CITY
3234,Walter,Riley,Male,1.488461,95,8/30/1985 0:00,DAANBANTAYAN
3235,Leona,Allison,Female,2.062068,101,9/29/1984 0:00,BANTAYAN
3236,Lina,Banks,Male,2.265517,85,3/26/1985 0:00,LAPU-LAPU CITY
3237,Cora,Jordan,Female,2.24,91,1/5/1985 0:00,LAPU-LAPU CITY
3238,Hester,Abbott,Male,2.238461,87,6/19/1986 0:00,TABOGON
3239,Kyle,Perkins,Male,2.213043,101,10/29/1985 0:00,LAPU-LAPU CITY
3240,Rosetta,Perez,Female,1.41923,107,12/2/1985 0:00,NAGA
3241,Jeffery,Burton,Female,1.776923,88,7/11/1986 0:00,CEBU CITY
3242,Sue,Harris,Female,1.820689,97,8/30/1981 0:00,BANTAYAN
3243,Michael,Holland,Female,1.523076,96,9/30/1985 0:00,KIDAPAWAN CITY
3244,Jeffrey,Wheeler,Female,1.584615,87,10/19/1985 0:00,HILONGOS
3245,Bessie,Bishop,Male,2.082758,93,4/9/1985 0:00,CEBU CITY
3246,Florence,Allen,Female,2.076923,106,10/5/1985 0:00,BANTAYAN
3247,Aaron,Watts,Male,1.988461,88,4/11/1985 0:00,BOLJOON
3248,Alexander,Munoz,Male,1.296153,108,7/18/1985 0:00,Lapu-Lapu City
3249,Jim,Jackson,Male,1.823076,107,5/15/1985 0:00,CEBU CITY
3250,Alex,Cole,Female,1.788461,108,8/16/1985 0:00,OSLOB
3251,Elnora,West,Male,1.596153,101,5/5/1985 0:00,MANDAUE CITY
3252,Milton,Henry,Male,1.592307,95,10/15/1984 0:00,SAN JOSE
3253,Georgie,Martinez,Male,2.207692,84,5/19/1981 0:00,"LAPU-LAPU CITY,"
3254,Anne,Santiago,Male,1.676923,119,3/7/1985 0:00,CEBU CITY
3255,Johanna,Obrien,Male,1.292307,119,8/11/1985 0:00,TALISAY
3256,Carrie,Cohen,Male,2.065384,91,10/20/1985 0:00,CEBU CITY
3257,Henry,Schneider,Female,1.623076,105,10/2/1985 0:00,CEBU CITY
3258,Joshua,McGee,Female,1.238461,106,4/25/1985 0:00,CEBU CITY
3259,Luis,Fox,Female,1.446153,104,7/24/1985 0:00,MALITBOG
3260,Amy,Webster,Female,1.4,117,6/15/1988 0:00,CEBU CITY
3261,Loretta,Dean,Male,1.776923,92,9/6/1985 0:00,LAPU-LAPU CITY
3262,Lenora,Gibbs,Female,1.434615,103,12/24/1984 0:00,CEBU CITY
3263,Ella,Howell,Male,1.557692,100,6/25/1985 0:00,CEBU CITY
3264,Elizabeth,Mendoza,Female,1.886206,87,4/3/1985 0:00,MANDAUE CITY
3265,Frances,Garcia,Female,1.510344,93,10/30/1985 0:00,LAPU-LAPU CITY
3266,Alex,Diaz,Male,2.051724,87,9/3/1984 0:00,CEBU CITY
3267,Mildred,Watson,Male,1.7,93,9/14/1985 0:00,CEBU CITY
3268,Roxie,Hunter,Male,2.034615,86,9/26/1985 0:00,CEBU CITY
3269,Mittie,Hardy,Female,1.773076,96,4/20/1986 0:00,BAYBAY
3270,Myra,Hodges,Female,1.915384,93,12/31/1985 0:00,TALISAY CITY
3271,Lenora,Patrick,Female,1.324137,117,9/21/1985 0:00,RONDA
3272,Phoebe,James,Male,1.357692,100,9/18/1985 0:00,CONSOLACION
3273,Jessie,Payne,Male,1.957692,95,3/19/1986 0:00,MINGLANILLA
3274,Cecilia,Rowe,Male,2.111538,88,2/20/1986 0:00,CALBAYOG CITY
3275,Violet,Vega,Female,2.110714,66,7/6/1985 0:00,Mandaue City
3276,Zachary,McGuire,Female,1.462068,94,5/13/1985 0:00,CAMOTES
3277,Vera,Newman,Female,1.762068,97,12/16/1984 0:00,CEBU CITY
3278,Allie,Watkins,Female,2.031034,88,7/10/1985 0:00,"MANDAUE CITY,"
3279,Johanna,Torres,Female,1.703846,80,1/2/1984 0:00,MANDAUE CITY
3280,Brandon,Buchanan,Female,2.030434,107,6/19/1985 0:00,CALBAYOG CITY
3281,Elizabeth,Wilkins,Female,2.275,104,8/9/1985 0:00,MANDAUE CITY
3282,Matilda,Bradley,Female,1.893103,95,4/29/1986 0:00,CATAINGAN
3283,Ina,Burke,Male,1.526923,100,7/25/1985 0:00,CEBU CITY
3284,Harry,Stevenson,Male,2.137931,83,6/2/1985 0:00,CEBU CITY
3285,Julia,Conner,Female,2.442307,104,7/18/1985 0:00,DAAN-BANTAYAN
3286,Madge,Payne,Male,2.015384,102,2/22/1984 0:00,TOLEDO CITY
3287,Larry,Ferguson,Male,1.765384,92,11/17/1985 0:00,TUBURAN
3288,Randall,Lucas,Male,1.776923,95,1/11/1985 0:00,BOGO
3289,Mildred,Mills,Male,2.248275,90,6/1/1985 0:00,LAPU-LAPU CITY
3290,Ruby,Mason,Female,1.911538,101,12/11/1985 0:00,CATMON
3291,Eva,Thompson,Male,1.95,93,8/1/1985 0:00,LAPU-LAPU CITY
3292,Howard,Phelps,Female,1.807692,103,4/6/1986 0:00,CEBU CITY
3293,Bertha,Potter,Male,1.876923,91,4/14/1985 0:00,TALISAY CITY
3294,Jeff,Roberson,Female,2.266666,79,8/23/1985 0:00,MANDAUE CITY
3295,Bobby,Bowers,Female,2.54,72,11/19/1984 0:00,"LILO-AN,"
3296,Cory,Green,Female,1.846153,85,2/3/1985 0:00,MANDAUE CITY
3297,Bernard,Gray,Female,1.513793,99,6/29/1985 0:00,CEBU CITY
3298,Shawn,Roberson,Male,1.423076,101,10/30/1985 0:00,CONSOLACION
3299,Leah,Maldonado,Female,2.013793,77,2/9/1985 0:00,LAPU-LAPU CITY
3300,Steve,Webb,Male,2.215384,64,11/16/1985 0:00,MANDAUE CITY
3301,Rose,Robbins,Male,1.930769,100,7/1/1985 0:00,LAPU-LAPU CITY
3302,Ina,Lewis,Female,1.957692,86,11/11/1985 0:00,LAPU-LAPU CITY
3303,Sylvia,Wise,Female,1.596153,86,6/19/1985 0:00,VILLABA
3304,Bobby,Haynes,Female,1.311538,99,5/27/1985 0:00,CITY OF NAGA
3305,Mae,Hawkins,Female,1.357692,93,9/29/1985 0:00,ALMERIA
3306,Manuel,Larson,Female,1.953846,98,12/3/1985 0:00,NAVAL
3307,Elizabeth,Francis,Male,2.488461,93,3/23/1985 0:00,"TALISAY CITY,"
3308,Bobby,Sanders,Female,1.476923,103,5/18/1984 0:00,CARCAR
3309,Della,Carter,Male,1.692307,98,12/24/1984 0:00,"TALISAY CITY,"
3310,Tom,Soto,Male,2.053846,98,7/2/1985 0:00,JAGNA
3311,Terry,McGee,Female,2.262068,84,3/7/1985 0:00,"CEBU CITY,"
3312,Logan,Stevens,Male,2.044827,84,11/16/1984 0:00,CONSOLACION
3313,Edward,Ryan,Male,2.169565,75,7/12/1985 0:00,MANDAUE CITY
3314,Vernon,Mason,Female,2.086956,95,6/22/1985 0:00,CAGAYAN DE ORO CITY
3315,Nell,Reid,Female,1.557692,99,3/5/1985 0:00,BANTAYAN
3316,Albert,West,Male,1.738461,112,7/19/1985 0:00,TALIBON
3317,Bill,Guzman,Female,1.837931,86,3/16/1985 0:00,CEBU CITY
3318,Hannah,Sharp,Female,1.403846,111,11/20/1983 0:00,NAGA
3319,Jane,Watson,Male,1.986206,99,3/19/1985 0:00,"DANAO CITY,"
3320,Marion,Fisher,Female,2.076923,85,5/20/1985 0:00,SOGOD
3321,Ruth,Boyd,Male,2.275862,85,3/7/1985 0:00,MALANGAS
3322,Fanny,Kelley,Female,2.096153,84,5/19/1985 0:00,CEBU CITY
3323,Susie,Taylor,Male,1.946153,82,6/27/1985 0:00,LAPU-LAPU CITY
3324,Arthur,Anderson,Male,1.75,95,5/12/1985 0:00,TALISAY CITY
3325,Elsie,Ray,Male,1.91923,97,7/6/1985 0:00,SAN REMIGIO
3326,Juan,Larson,Female,2.126923,114,4/8/1984 0:00,CEBU CITY
3327,Bobby,Hodges,Male,1.95,95,6/6/1985 0:00,NAGA
3328,Hester,Dixon,Female,2.153846,103,1/22/1985 0:00,ALOGUINSAN
3329,Minnie,Howard,Male,1.434482,95,1/12/1985 0:00,TALISAY CITY
3330,Shane,Stokes,Male,1.817857,95,9/2/1985 0:00,LILO-AN
3331,Austin,French,Male,2.251724,69,8/4/1985 0:00,CONSOLACION
3332,Bessie,Fox,Female,1.644,96,3/6/1986 0:00,TALISAY CITY
3333,Verna,Harrison,Female,2.203448,79,7/8/1985 0:00,JETAFE
3334,Verna,Larson,Male,2.173076,79,11/10/1985 0:00,MINGLANILLA
3335,Leo,Pittman,Female,1.573076,100,3/17/1985 0:00,MINGLANILLA
3336,Gary,Ward,Male,1.862068,84,10/22/1985 0:00,CAWAYAN
3337,Walter,Jones,Male,1.65862,86,7/17/1985 0:00,TALISAY CITY
3338,Trevor,Gregory,Female,1.617241,85,1/5/1985 0:00,CEBU CITY
3339,Harriett,Ross,Male,1.773076,88,1/16/1982 0:00,CEBU CITY
3340,Georgie,Watson,Male,1.688461,108,2/28/1985 0:00,MANDAUE CITY
3341,Connor,Barrett,Male,1.726086,102,5/27/1985 0:00,ISABEL
3342,Steven,Barrett,Female,1.773076,100,10/10/1985 0:00,CARCAR
3343,Tyler,Rose,Male,1.837931,102,5/17/1985 0:00,CARCAR CITY
3344,Jeffery,Gomez,Male,2.052173,107,10/2/1985 0:00,CEBU CITY
3345,Angel,Dunn,Female,1.476923,93,11/21/1985 0:00,CEBU CITY
3346,Jon,Ray,Male,1.434615,112,4/1/1985 0:00,"MANDAUE CITY,"
3347,Joe,Barker,Female,2.337931,76,8/28/1984 0:00,MADRIDEJOS
3348,Gregory,Pope,Female,1.703448,93,8/7/1985 0:00,CEBU CITY
3349,Harold,Fernandez,Male,1.888461,81,4/2/1985 0:00,BORBON
3350,Lena,Wagner,Female,2.228,79,10/18/1985 0:00,MINGLANILLA
3351,Rosa,Atkins,Female,1.6,100,4/28/1985 0:00,CEBU CITY
3352,Lizzie,Jimenez,Male,2.121739,113,8/9/1985 0:00,CEBU CITY
3353,Eddie,McDonald,Female,2.548148,90,2/7/1985 0:00,"ORMOC CITY,"
3354,Edwin,Morgan,Female,1.442307,104,12/9/1984 0:00,CONSOLACION
3355,Ralph,Lewis,Male,1.448275,108,11/16/1985 0:00,TALISAY
3356,Helena,Nichols,Female,1.744827,98,10/5/1985 0:00,GETAFE
3357,Carolyn,Watkins,Female,2.427586,98,8/22/1985 0:00,CEBU CITY
3358,Dora,Joseph,Male,1.742307,110,6/15/1984 0:00,CEBU CITY
3359,Hettie,Tate,Female,2.130434,114,12/24/1984 0:00,MEDELLIN
3360,Brian,Waters,Male,1.442307,105,6/21/1984 0:00,KANANGA
3361,Lura,Hall,Male,1.813793,105,2/26/1985 0:00,SAN REMEGIO
3362,Adrian,Hunt,Female,1.788461,87,11/30/1985 0:00,ALBUERA
3363,Juan,Hicks,Female,1.811538,102,12/20/1985 0:00,LAPU-LAPU CITY
3364,Lucile,McDonald,Male,1.580769,103,9/5/1985 0:00,TOLEDO CITY
3365,Myra,Day,Male,2.16923,103,12/6/1985 0:00,SAN JUAN (CABALIAN)
3366,Danny,Norman,Female,2.389655,91,4/8/1985 0:00,CEBU CITY
3367,Mamie,Mathis,Female,1.326923,113,11/26/1984 0:00,"CEBU CITY,"
3368,Irene,Simmons,Male,2.251724,83,2/23/1985 0:00,PIGKAWAYAN
3369,Louis,Day,Female,1.296153,131,7/20/1985 0:00,CEBU CITY
3370,Jeanette,Wilkerson,Female,2.344827,90,9/27/1985 0:00,SAN FRANCISCO
3371,Addie,Anderson,Female,2.211538,87,5/12/1985 0:00,CEBU CITY
3372,Mayme,Newman,Male,1.755172,101,4/14/1985 0:00,LAPU-LAPU CITY
3373,Benjamin,Lopez,Male,1.882758,85,12/22/1985 0:00,BALABAGAN
3374,Ida,Watson,Male,2.137931,103,8/3/1985 0:00,NAGA
3375,Peter,Walker,Female,2.288461,89,3/2/1985 0:00,CEBU CITY
3376,Derek,Castillo,Female,2.06923,89,11/2/1985 0:00,"QUEZON,"
3377,Rhoda,Jordan,Female,2.142307,83,1/24/1986 0:00,CALAMBA
3378,Betty,Ortega,Female,1.853846,96,12/30/1978 0:00,CAWAYAN
3379,Augusta,McCoy,Male,1.807692,93,8/31/1985 0:00,"NAGA,"
3380,Cole,Williamson,Male,1.946153,97,3/28/1985 0:00,City of Naga
3381,Craig,Davis,Male,2.361538,88,9/30/1985 0:00,TOLEDO CITY
3382,Lula,Moss,Female,1.882608,105,4/6/1985 0:00,CEBU CITY
3383,Anne,Hawkins,Female,2.292592,90,4/11/1985 0:00,CEBU CITY
3384,Janie,Garner,Female,1.861538,93,8/17/1985 0:00,SAN CARLOS CITY
3385,Delia,McLaughlin,Female,1.696153,97,11/27/1985 0:00,CEBU CITY
3386,Roger,Dunn,Female,1.644827,96,1/20/1985 0:00,ISABEL
3387,Logan,Fuller,Male,1.384615,103,1/4/1983 0:00,CEBU CITY
3388,Ella,Austin,Female,1.582758,104,1/5/1985 0:00,CONSOLACION
3389,Elizabeth,Delgado,Male,2.073076,93,6/16/1985 0:00,"COMPOSTELA,"
3390,Pearl,Thompson,Male,1.911538,101,7/1/1985 0:00,BUENAVISTA
3391,Eric,Butler,Female,2.203448,99,1/2/1986 0:00,SURIGAO CITY
3392,Beulah,Hunt,Female,2.303448,82,10/30/1985 0:00,CALBAYOG CITY
3393,Lola,Maldonado,Male,1.848275,93,12/10/1984 0:00,TOLEDO CITY
3394,Shane,Clayton,Male,1.876923,99,9/16/1985 0:00,CEBU CITY
3395,Glenn,Gross,Female,1.31923,97,5/5/1985 0:00,LAPU-LAPU CITY
3396,Gary,Bryant,Male,2.153846,82,8/25/1985 0:00,ALOGUINSAN
3397,Christopher,Schwartz,Male,1.715384,100,8/12/1985 0:00,LAPU-LAPU CITY
3398,Emily,Todd,Male,1.71923,93,7/14/1985 0:00,"MAASIN,"
3399,Leroy,Payne,Female,2.172413,92,7/11/1985 0:00,MAASIN CITY
3400,Ian,McCoy,Female,1.589655,104,5/5/1985 0:00,SOGOD
3401,George,Jordan,Male,2.07931,90,1/17/1986 0:00,CEBU CITY
3402,Dorothy,Poole,Female,1.510344,105,11/5/1985 0:00,BORBON
3403,Sean,Lloyd,Male,2.382758,94,5/22/1985 0:00,TALISAY CITY
3404,Betty,Tyler,Female,2.580952,75,2/21/1985 0:00,DAANBANTAYAN
3405,Warren,Shaw,Female,2.557692,89,12/23/1984 0:00,BILIRAN
3406,Adrian,Owens,Male,1.55,106,9/20/1985 0:00,CONSOLACION
3407,Ian,Hampton,Female,2.096153,94,5/3/1985 0:00,CORDOVA
3408,Ivan,Byrd,Male,1.915384,90,7/23/1985 0:00,CARCAR
3409,Brandon,Johnson,Male,1.721739,100,6/24/1985 0:00,CEBU CITY
3410,Maria,Fitzgerald,Female,1.788461,83,2/23/1989 0:00,CEBU CITY
3411,Laura,Elliott,Female,1.975862,101,10/24/1984 0:00,CARCAR
3412,Bertha,Harper,Female,1.827586,84,9/16/1985 0:00,ARGAO
3413,Arthur,Garcia,Female,2.41923,92,10/29/1984 0:00,CEBU CITY
3414,Cora,Burke,Male,1.908695,88,6/15/1985 0:00,MANDAUE CITY
3415,Jonathan,Rice,Female,2.143478,93,3/17/1984 0:00,CEBU CITY
3416,Timothy,Burke,Female,1.453846,103,1/30/1986 0:00,ABUYOG
3417,Elsie,Collins,Male,1.707692,101,2/21/1985 0:00,CEBU CITY
3418,Nell,Myers,Female,1.915384,96,6/30/1986 0:00,PALOMPON
3419,Madge,Perry,Female,1.903846,90,8/31/1985 0:00,BARILI
3420,Barry,Terry,Female,1.688461,96,7/29/1985 0:00,BANTAYAN
3421,Blake,Snyder,Female,1.557692,93,9/4/1984 0:00,MANDAUE CITY
3422,Christian,Lyons,Female,1.688461,82,5/11/1985 0:00,CALBAYOG CITY
3423,Randy,Leonard,Male,1.911538,90,7/2/1985 0:00,MINGLANILLA
3424,Lou,West,Female,2.015384,91,2/14/1985 0:00,MEDELLIN
3425,Frances,Cummings,Male,2.003846,89,7/10/1985 0:00,CEBU CITY
3426,Joel,Fletcher,Female,1.711538,104,5/27/1985 0:00,MANDAUE CITY
3427,Jesse,Zimmerman,Male,1.792307,85,6/17/1984 0:00,TOLEDO CITY
3428,Jason,Montgomery,Female,1.357692,101,11/20/1985 0:00,TALISAY
3429,Lizzie,George,Female,1.965384,99,6/8/1985 0:00,TALISAY CITY
3430,Bryan,Daniel,Male,1.734615,102,5/11/1985 0:00,LAPU-LAPU CITY
3431,Anthony,Hubbard,Male,1.930434,88,3/24/1985 0:00,CEBU CITY
3432,Jacob,Stevens,Male,1.957692,97,7/11/1985 0:00,ARGAO
3433,Nannie,Waters,Male,2.134482,90,12/1/1985 0:00,DUMANJUG
3434,Caleb,Bryan,Male,2.069565,94,8/1/1985 0:00,CEBU CITY
3435,Frank,Marshall,Male,2.173913,92,8/29/1985 0:00,ARGAO
3436,Winifred,Smith,Female,2.038461,104,4/12/1985 0:00,"TALISAY CITY,"
3437,Curtis,Hines,Female,1.962068,101,7/27/1985 0:00,LAPU-LAPU CITY
3438,Fanny,Willis,Female,2.175862,86,11/4/1983 0:00,NAGA
3439,Ronald,Aguilar,Male,1.85862,91,8/8/1985 0:00,MINGLANILLA
3440,Leonard,Graves,Female,2.057692,93,4/23/1985 0:00,TRINIDAD
3441,Richard,Porter,Female,1.980769,97,8/22/1983 0:00,CEBU CITY
3442,Jeremy,Kelly,Female,2.008695,98,7/25/1985 0:00,"MANDAUE CITY,"
3443,Lawrence,Simpson,Female,1.915384,93,11/6/1985 0:00,TALISAY CITY
3444,Russell,Sparks,Female,1.592307,98,1/5/1986 0:00,CABADBARAN
3445,Lydia,Griffith,Male,1.986206,93,1/1/1985 0:00,TUBAY
3446,Billy,McCormick,Male,2.044827,104,3/2/1985 0:00,LAPU-LAPU CITY
